Train Loss,Val Loss,Val Dice,Val IoU,,,
0.89591682,0.732213244,0.6913113,0.587843316,,,
0.700291961,0.662028074,0.73266256,0.633613245,,0.80320305,0.713271199
0.62657561,0.590935364,0.75842816,0.657124378,,,
0.572208219,0.555604585,0.773168,0.684683391,,,
0.555266904,0.543272614,0.77423126,0.682293434,,,
0.519144617,0.513923533,0.78509486,0.688085996,,,
0.50403997,0.492019676,0.7941504,0.705905589,,,
0.459372244,0.500401244,0.78679156,0.6833719,,,
0.458454384,0.482188582,0.7786373,0.690362405,,,
0.461972898,0.481925249,0.7782257,0.67949279,,,
0.445063496,0.46015922,0.7980324,0.717675576,,,
0.374506998,0.469385847,0.7851797,0.686771756,,,
0.402797544,0.443611756,0.788151,0.699472846,,,
0.36653722,0.460909992,0.7871767,0.683244461,,,
0.378811308,0.438701332,0.80320305,0.713271199,,,
0.390781045,0.436369225,0.7966441,0.701969184,,,
0.356810223,0.451126687,0.7767351,0.690103771,,,
0.346850361,0.425952084,0.7974977,0.71572793,,,
0.331834527,0.427603692,0.7844371,0.703120262,,,
0.345295385,0.409672372,0.79902005,0.715915963,,,
0.342555125,0.433994025,0.7840899,0.702697462,,,
0.34673517,0.428954676,0.79029346,0.690252472,,,
0.352520606,0.416712269,0.7873798,0.699670202,,,
